39 1 18 19
100 1 2 19
85 1 2 18
43 2 18 19
24 2 19 20
83 2 3 20
36 2 3 19
29 3 19 20
85 3 20 21
22 3 4 21
37 3 4 20
49 4 20 21
15 4 21 22
62 4 5 22
12 4 5 21
36 5 21 22
32 5 22 23
93 5 6 23
78 5 6 22
50 6 22 23
37 6 23 24
29 6 7 24
10 6 7 23
22 7 23 24
77 7 24 25
79 7 8 25
0 7 8 24
27 8 24 25
95 8 25 26
6 8 9 26
77 8 9 25
40 9 25 26
16 9 26 27
99 9 10 27
11 9 10 26
68 10 26 27
15 10 27 28
23 10 11 28
83 10 11 27
99 11 27 28
5 11 28 29
92 11 12 29
42 11 12 28
80 12 28 29
99 12 29 30
77 12 13 30
18 12 13 29
49 13 29 30
21 13 30 31
96 13 14 31
32 13 14 30
9 14 30 31
31 14 31 32
12 14 15 32
38 14 15 31
83 15 31 32
89 15 32 33
72 15 16 33
20 15 16 32
36 16 32 33
22 16 33 34
14 16 17 34
88 16 17 33
69 17 33 34
5 18 35 36
52 18 19 36
33 18 19 35
52 19 35 36
5 19 36 37
35 19 20 37
56 19 20 36
10 20 36 37
13 20 37 38
66 20 21 38
88 20 21 37
54 21 37 38
9 21 38 39
31 21 22 39
73 21 22 38
95 22 38 39
67 22 39 40
33 22 23 40
32 22 23 39
54 23 39 40
86 23 40 41
13 23 24 41
47 23 24 40
52 24 40 41
14 24 41 42
29 24 25 42
97 24 25 41
13 25 41 42
49 25 42 43
36 25 26 43
24 25 26 42
14 26 42 43
9 26 43 44
16 26 27 44
44 26 27 43
56 27 43 44
51 27 44 45
44 27 28 45
65 27 28 44
95 28 44 45
76 28 45 46
99 28 29 46
4 28 29 45
57 29 45 46
35 29 46 47
98 29 30 47
25 29 30 46
67 30 46 47
24 30 47 48
67 30 31 48
3 30 31 47
93 31 47 48
74 31 48 49
39 31 32 49
61 31 32 48
91 32 48 49
63 32 49 50
4 32 33 50
37 32 33 49
16 33 49 50
98 33 50 51
75 33 34 51
33 33 34 50
32 34 50 51
28 35 52 53
13 35 36 53
83 35 36 52
28 36 52 53
82 36 53 54
100 36 37 54
6 36 37 53
28 37 53 54
34 37 54 55
69 37 38 55
71 37 38 54
15 38 54 55
69 38 55 56
44 38 39 56
88 38 39 55
6 39 55 56
61 39 56 57
100 39 40 57
29 39 40 56
45 40 56 57
74 40 57 58
35 40 41 58
45 40 41 57
