17 1 9 10
19 1 2 10
45 1 2 9
46 2 9 10
86 2 10 11
31 2 3 11
60 2 3 10
13 3 10 11
5 3 11 12
26 3 4 12
88 3 4 11
29 4 11 12
2 4 12 13
77 4 5 13
68 4 5 12
9 5 12 13
76 5 13 14
34 5 6 14
13 5 6 13
83 6 13 14
12 6 14 15
11 6 7 15
85 6 7 14
17 7 14 15
2 7 15 16
47 7 8 16
51 7 8 15
67 8 15 16
54 9 17 18
80 9 10 18
1 9 10 17
0 10 17 18
66 10 18 19
7 10 11 19
65 10 11 18
86 11 18 19
48 11 19 20
71 11 12 20
50 11 12 19
60 12 19 20
54 12 20 21
47 12 13 21
99 12 13 20
47 13 20 21
56 13 21 22
98 13 14 22
19 13 14 21
24 14 21 22
88 14 22 23
73 14 15 23
51 14 15 22
34 15 22 23
7 15 23 24
20 15 16 24
12 15 16 23
99 16 23 24
100 17 25 26
11 17 18 26
40 17 18 25
91 18 25 26
62 18 26 27
22 18 19 27
84 18 19 26
66 19 26 27
75 19 27 28
58 19 20 28
62 19 20 27
58 20 27 28
55 20 28 29
98 20 21 29
89 20 21 28
100 21 28 29
61 21 29 30
65 21 22 30
83 21 22 29
58 22 29 30
29 22 30 31
4 22 23 31
92 22 23 30
27 23 30 31
96 23 31 32
89 23 24 32
65 23 24 31
3 24 31 32
8 25 33 34
20 25 26 34
36 25 26 33
21 26 33 34
69 26 34 35
17 26 27 35
57 26 27 34
45 27 34 35
98 27 35 36
86 27 28 36
3 27 28 35
73 28 35 36
51 28 36 37
11 28 29 37
80 28 29 36
66 29 36 37
48 29 37 38
39 29 30 38
10 29 30 37
57 30 37 38
42 30 38 39
98 30 31 39
3 30 31 38
21 31 38 39
24 31 39 40
15 31 32 40
49 31 32 39
96 32 39 40
56 33 41 42
84 33 34 42
55 33 34 41
24 34 41 42
61 34 42 43
94 34 35 43
2 34 35 42
43 35 42 43
90 35 43 44
63 35 36 44
84 35 36 43
90 36 43 44
68 36 44 45
32 36 37 45
40 36 37 44
60 37 44 45
59 37 45 46
96 37 38 46
88 37 38 45
89 38 45 46
11 38 46 47
80 38 39 47
20 38 39 46
65 39 46 47
24 39 47 48
45 39 40 48
60 39 40 47
76 40 47 48
48 41 49 50
96 41 42 50
50 41 42 49
90 42 49 50
45 42 50 51
34 42 43 51
90 42 43 50
68 43 50 51
64 43 51 52
79 43 44 52
35 43 44 51
52 44 51 52
22 44 52 53
54 44 45 53
61 44 45 52
57 45 52 53
62 45 53 54
10 45 46 54
16 45 46 53
77 46 53 54
1 46 54 55
46 46 47 55
90 46 47 54
21 47 54 55
73 47 55 56
14 47 48 56
57 47 48 55
17 48 55 56
5 49 57 58
15 49 50 58
79 49 50 57
78 50 57 58
1 50 58 59
96 50 51 59
71 50 51 58
96 51 58 59
51 51 59 60
57 51 52 60
25 51 52 59
73 52 59 60
25 52 60 61
49 52 53 61
41 52 53 60
40 53 60 61
53 53 61 62
85 53 54 62
56 53 54 61
29 54 61 62
83 54 62 63
79 54 55 63
68 54 55 62
36 55 62 63
8 55 63 64
18 55 56 64
88 55 56 63
16 56 63 64
79 57 65 66
13 57 58 66
65 57 58 65
38 58 65 66
100 58 66 67
36 58 59 67
25 58 59 66
55 59 66 67
64 59 67 68
72 59 60 68
66 59 60 67
92 60 67 68
14 60 68 69
59 60 61 69
84 60 61 68
12 61 68 69
74 61 69 70
76 61 62 70
59 61 62 69
32 62 69 70
59 62 70 71
9 62 63 71
51 62 63 70
79 63 70 71
27 63 71 72
52 63 64 72
29 63 64 71
42 64 71 72
79 64 72 73
57 65 81 82
9 65 66 82
16 65 66 81
83 66 81 82
71 66 82 83
79 66 67 83
0 66 67 82
71 67 82 83
67 67 83 84
79 67 68 84
31 67 68 83
26 68 83 84
42 68 84 85
64 68 69 85
39 68 69 84
100 69 84 85
58 69 85 86
85 69 70 86
53 69 70 85
41 70 85 86
15 70 86 87
62 70 71 87
9 70 71 86
83 71 86 87
81 71 87 88
58 71 72 88
13 71 72 87
15 72 87 88
58 72 88 89
7 72 73 89
59 72 73 88
18 73 88 89
8 73 89 90
91 73 74 90
19 73 74 89
44 74 89 90
97 74 90 91
63 74 75 91
65 74 75 90
94 75 90 91
87 75 91 92
28 75 76 92
98 75 76 91
39 76 91 92
3 76 92 93
0 76 77 93
55 76 77 92
18 77 92 93
