35 1 19 20
95 1 2 20
97 1 2 19
32 2 19 20
66 2 20 21
28 2 3 21
42 2 3 20
45 3 20 21
95 3 21 22
19 3 4 22
42 3 4 21
40 4 21 22
49 4 22 23
19 4 5 23
75 4 5 22
88 5 22 23
96 5 23 24
52 5 6 24
99 5 6 23
1 6 23 24
1 6 24 25
93 6 7 25
53 6 7 24
34 7 24 25
2 7 25 26
48 7 8 26
3 7 8 25
27 8 25 26
6 8 26 27
82 8 9 27
2 8 9 26
50 9 26 27
100 9 27 28
67 9 10 28
19 9 10 27
58 10 27 28
32 10 28 29
28 10 11 29
71 10 11 28
24 11 28 29
49 11 29 30
24 11 12 30
93 11 12 29
24 12 29 30
65 12 30 31
77 12 13 31
16 12 13 30
22 13 30 31
30 13 31 32
25 13 14 32
98 13 14 31
38 14 31 32
72 14 32 33
99 14 15 33
21 14 15 32
51 15 32 33
19 15 33 34
75 15 16 34
27 15 16 33
94 16 33 34
6 16 34 35
54 16 17 35
91 16 17 34
33 17 34 35
18 17 35 36
60 17 18 36
83 17 18 35
66 18 35 36
32 19 37 38
65 19 20 38
66 19 20 37
67 20 37 38
55 20 38 39
63 20 21 39
67 20 21 38
69 21 38 39
38 21 39 40
12 21 22 40
70 21 22 39
79 22 39 40
95 22 40 41
88 22 23 41
83 22 23 40
44 23 40 41
40 23 41 42
36 23 24 42
99 23 24 41
56 24 41 42
92 24 42 43
60 24 25 43
88 24 25 42
74 25 42 43
85 25 43 44
11 25 26 44
6 25 26 43
35 26 43 44
68 26 44 45
93 26 27 45
82 26 27 44
5 27 44 45
68 27 45 46
68 27 28 46
62 27 28 45
0 28 45 46
92 28 46 47
35 28 29 47
5 28 29 46
91 29 46 47
90 29 47 48
82 29 30 48
60 29 30 47
100 30 47 48
74 30 48 49
85 30 31 49
49 30 31 48
39 31 48 49
69 31 49 50
53 31 32 50
20 31 32 49
38 32 49 50
70 32 50 51
82 32 33 51
8 32 33 50
79 33 50 51
97 33 51 52
81 33 34 52
82 33 34 51
66 34 51 52
47 34 52 53
9 34 35 53
52 34 35 52
28 35 52 53
95 35 53 54
68 35 36 54
57 35 36 53
49 36 53 54
100 37 55 56
25 37 38 56
60 37 38 55
29 38 55 56
17 38 56 57
61 38 39 57
70 38 39 56
17 39 56 57
16 39 57 58
17 39 40 58
82 39 40 57
54 40 57 58
23 40 58 59
74 40 41 59
3 40 41 58
67 41 58 59
31 41 59 60
96 41 42 60
61 41 42 59
58 42 59 60
44 42 60 61
50 42 43 61
23 42 43 60
81 43 60 61
1 43 61 62
51 43 44 62
9 43 44 61
49 44 61 62
46 44 62 63
36 44 45 63
91 44 45 62
35 45 62 63
38 45 63 64
82 45 46 64
91 45 46 63
37 46 63 64
32 46 64 65
65 46 47 65
33 46 47 64
3 47 64 65
35 47 65 66
79 47 48 66
23 47 48 65
60 48 65 66
14 48 66 67
71 48 49 67
29 48 49 66
38 49 66 67
62 49 67 68
43 49 50 68
24 49 50 67
74 50 67 68
94 50 68 69
14 50 51 69
51 50 51 68
85 51 68 69
27 51 69 70
2 51 52 70
12 51 52 69
37 52 69 70
3 52 70 71
39 52 53 71
47 52 53 70
33 53 70 71
7 53 71 72
90 53 54 72
29 53 54 71
24 54 71 72
79 55 73 74
57 55 56 74
20 55 56 73
100 56 73 74
93 56 74 75
29 56 57 75
83 56 57 74
4 57 74 75
47 57 75 76
77 57 58 76
79 57 58 75
39 58 75 76
48 58 76 77
99 58 59 77
43 58 59 76
28 59 76 77
68 59 77 78
5 59 60 78
76 59 60 77
19 60 77 78
1 60 78 79
5 60 61 79
24 60 61 78
28 61 78 79
90 61 79 80
55 61 62 80
47 61 62 79
52 62 79 80
18 62 80 81
27 62 63 81
53 62 63 80
76 63 80 81
100 63 81 82
54 63 64 82
58 63 64 81
31 64 81 82
60 64 82 83
11 64 65 83
16 64 65 82
27 65 82 83
91 65 83 84
67 65 66 84
42 65 66 83
21 66 83 84
77 66 84 85
38 66 67 85
8 66 67 84
71 67 84 85
96 67 85 86
57 67 68 86
76 67 68 85
74 68 85 86
56 68 86 87
28 68 69 87
13 68 69 86
39 69 86 87
73 69 87 88
26 69 70 88
60 69 70 87
52 70 87 88
34 70 88 89
9 70 71 89
85 70 71 88
25 71 88 89
20 71 89 90
57 71 72 90
88 71 72 89
64 72 89 90
80 73 91 92
30 73 74 92
12 73 74 91
23 74 91 92
10 74 92 93
0 74 75 93
37 74 75 92
14 75 92 93
25 75 93 94
53 75 76 94
73 75 76 93
66 76 93 94
89 76 94 95
99 76 77 95
82 76 77 94
77 77 94 95
2 77 95 96
57 77 78 96
4 77 78 95
38 78 95 96
76 78 96 97
27 78 79 97
3 78 79 96
33 79 96 97
17 79 97 98
84 79 80 98
50 79 80 97
80 80 97 98
54 80 98 99
24 80 81 99
26 80 81 98
13 81 98 99
61 81 99 100
32 81 82 100
40 81 82 99
89 82 99 100
65 82 100 101
65 82 83 101
13 82 83 100
63 83 100 101
17 83 101 102
98 83 84 102
75 83 84 101
42 84 101 102
13 84 102 103
34 84 85 103
19 84 85 102
76 85 102 103
50 85 103 104
87 85 86 104
21 85 86 103
93 86 103 104
69 86 104 105
59 86 87 105
7 86 87 104
3 87 104 105
22 87 105 106
48 87 88 106
77 87 88 105
71 88 105 106
42 88 106 107
3 88 89 107
63 88 89 106
65 89 106 107
56 89 107 108
40 89 90 108
37 89 90 107
64 90 107 108
14 91 109 110
75 91 92 110
52 91 92 109
69 92 109 110
84 92 110 111
70 92 93 111
84 92 93 110
41 93 110 111
53 93 111 112
51 93 94 112
77 93 94 111
3 94 111 112
52 94 112 113
81 94 95 113
76 94 95 112
85 95 112 113
65 95 113 114
59 95 96 114
2 95 96 113
27 96 113 114
56 96 114 115
59 96 97 115
64 96 97 114
60 97 114 115
74 97 115 116
44 97 98 116
54 97 98 115
89 98 115 116
23 98 116 117
9 98 99 117
53 98 99 116
78 99 116 117
12 99 117 118
39 99 100 118
63 99 100 117
62 100 117 118
5 100 118 119
47 100 101 119
49 100 101 118
79 101 118 119
20 101 119 120
72 101 102 120
29 101 102 119
92 102 119 120
53 102 120 121
64 102 103 121
23 102 103 120
39 103 120 121
90 103 121 122
35 103 104 122
72 103 104 121
70 104 121 122
7 104 122 123
36 104 105 123
99 104 105 122
60 105 122 123
28 105 123 124
49 105 106 124
35 105 106 123
34 106 123 124
19 106 124 125
97 106 107 125
90 106 107 124
12 107 124 125
10 107 125 126
9 107 108 126
97 107 108 125
68 108 125 126
86 109 127 128
56 109 110 128
91 109 110 127
90 110 127 128
13 110 128 129
60 110 111 129
0 110 111 128
69 111 128 129
59 111 129 130
47 111 112 130
63 111 112 129
81 112 129 130
100 112 130 131
16 112 113 131
15 112 113 130
24 113 130 131
7 113 131 132
80 113 114 132
2 113 114 131
67 114 131 132
6 114 132 133
99 114 115 133
93 114 115 132
48 115 132 133
36 115 133 134
18 115 116 134
5 115 116 133
6 116 133 134
46 116 134 135
34 116 117 135
43 116 117 134
83 117 134 135
58 117 135 136
62 117 118 136
75 117 118 135
25 118 135 136
72 118 136 137
37 118 119 137
46 118 119 136
2 119 136 137
20 119 137 138
56 119 120 138
18 119 120 137
96 120 137 138
44 120 138 139
40 120 121 139
57 120 121 138
30 121 138 139
35 121 139 140
3 121 122 140
83 121 122 139
4 122 139 140
13 122 140 141
50 122 123 141
13 122 123 140
12 123 140 141
73 123 141 142
72 123 124 142
100 123 124 141
15 124 141 142
97 124 142 143
37 124 125 143
33 124 125 142
100 125 142 143
53 125 143 144
96 125 126 144
42 125 126 143
9 126 143 144
47 127 145 146
1 127 128 146
66 127 128 145
49 128 145 146
22 128 146 147
34 128 129 147
71 128 129 146
31 129 146 147
82 129 147 148
85 129 130 148
60 129 130 147
83 130 147 148
72 130 148 149
63 130 131 149
18 130 131 148
81 131 148 149
90 131 149 150
36 131 132 150
56 131 132 149
52 132 149 150
10 132 150 151
45 132 133 151
93 132 133 150
59 133 150 151
53 133 151 152
0 133 134 152
35 133 134 151
76 134 151 152
29 134 152 153
70 134 135 153
22 134 135 152
36 135 152 153
26 135 153 154
82 135 136 154
44 135 136 153
66 136 153 154
85 136 154 155
39 136 137 155
55 136 137 154
95 137 154 155
0 137 155 156
57 137 138 156
2 137 138 155
74 138 155 156
87 138 156 157
15 138 139 157
48 138 139 156
73 139 156 157
12 139 157 158
70 139 140 158
79 139 140 157
67 140 157 158
79 140 158 159
97 140 141 159
53 140 141 158
100 141 158 159
33 141 159 160
37 141 142 160
84 141 142 159
94 142 159 160
40 142 160 161
68 142 143 161
55 142 143 160
80 143 160 161
18 143 161 162
72 143 144 162
94 143 144 161
60 144 161 162
6 145 163 164
47 145 146 164
60 145 146 163
42 146 163 164
33 146 164 165
43 146 147 165
0 146 147 164
87 147 164 165
58 147 165 166
100 147 148 166
81 147 148 165
72 148 165 166
7 148 166 167
94 148 149 167
30 148 149 166
88 149 166 167
5 149 167 168
1 149 150 168
59 149 150 167
82 150 167 168
64 150 168 169
79 150 151 169
49 150 151 168
83 151 168 169
69 151 169 170
86 151 152 170
15 151 152 169
19 152 169 170
14 152 170 171
9 152 153 171
1 152 153 170
16 153 170 171
95 153 171 172
98 153 154 172
28 153 154 171
68 154 171 172
61 154 172 173
34 154 155 173
64 154 155 172
84 155 172 173
39 155 173 174
66 155 156 174
84 155 156 173
34 156 173 174
43 156 174 175
93 156 157 175
76 156 157 174
20 157 174 175
15 157 175 176
86 157 158 176
73 157 158 175
27 158 175 176
45 158 176 177
56 158 159 177
22 158 159 176
10 159 176 177
100 159 177 178
98 159 160 178
31 159 160 177
1 160 177 178
65 160 178 179
22 160 161 179
48 160 161 178
21 161 178 179
97 161 179 180
65 161 162 180
26 161 162 179
89 162 179 180
8 163 181 182
8 163 164 182
11 163 164 181
39 164 181 182
40 164 182 183
24 164 165 183
53 164 165 182
74 165 182 183
48 165 183 184
51 165 166 184
24 165 166 183
99 166 183 184
94 166 184 185
24 166 167 185
81 166 167 184
68 167 184 185
59 167 185 186
7 167 168 186
11 167 168 185
56 168 185 186
47 168 186 187
36 168 169 187
43 168 169 186
59 169 186 187
50 169 187 188
45 169 170 188
26 169 170 187
80 170 187 188
77 170 188 189
83 170 171 189
74 170 171 188
93 171 188 189
4 171 189 190
99 171 172 190
44 171 172 189
29 172 189 190
34 172 190 191
62 172 173 191
70 172 173 190
53 173 190 191
34 173 191 192
95 173 174 192
88 173 174 191
68 174 191 192
75 174 192 193
20 174 175 193
15 174 175 192
47 175 192 193
80 175 193 194
96 175 176 194
7 175 176 193
49 176 193 194
39 176 194 195
68 176 177 195
46 176 177 194
58 177 194 195
100 177 195 196
26 177 178 196
31 177 178 195
100 178 195 196
31 178 196 197
48 178 179 197
18 178 179 196
10 179 196 197
68 179 197 198
89 179 180 198
27 179 180 197
41 180 197 198
85 181 199 200
49 181 182 200
8 181 182 199
11 182 199 200
99 182 200 201
71 182 183 201
73 182 183 200
32 183 200 201
66 183 201 202
75 183 184 202
51 183 184 201
22 184 201 202
63 184 202 203
23 184 185 203
47 184 185 202
25 185 202 203
93 185 203 204
89 185 186 204
72 185 186 203
26 186 203 204
46 186 204 205
9 186 187 205
98 186 187 204
63 187 204 205
83 187 205 206
44 187 188 206
98 187 188 205
82 188 205 206
1 188 206 207
39 188 189 207
41 188 189 206
61 189 206 207
36 189 207 208
60 189 190 208
1 189 190 207
20 190 207 208
4 190 208 209
69 190 191 209
55 190 191 208
56 191 208 209
64 191 209 210
8 191 192 210
1 191 192 209
48 192 209 210
6 192 210 211
69 192 193 211
54 192 193 210
74 193 210 211
100 193 211 212
93 193 194 212
6 193 194 211
41 194 211 212
28 194 212 213
36 194 195 213
2 194 195 212
12 195 212 213
92 195 213 214
10 195 196 214
47 195 196 213
28 196 213 214
36 196 214 215
34 196 197 215
57 196 197 214
89 197 214 215
69 197 215 216
8 197 198 216
85 197 198 215
73 198 215 216
32 199 217 218
0 199 200 218
27 199 200 217
70 200 217 218
68 200 218 219
9 200 201 219
94 200 201 218
